EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,exit_interview_feedback,satisfaction_survey_comment,internal_transfer_request,SalaryBand
EMP_0176,0,0,0,1,5,3,0,45395,0,19,Production Technician I,1/6/2014,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.6,4,0,2/26/2019,0,14,N/A,I feel supported by my manager and the team culture is genuinely positive.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0177,1,1,0,2,5,3,0,62385,0,20,Production Technician II,5/11/2016,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,5.0,3,0,1/21/2019,0,4,N/A,The work is meaningful and I feel my contributions are valued.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0178,1,1,0,5,5,3,0,68407,1,20,Production Technician II,7/5/2011,8/19/2012,Another position,Voluntarily Terminated,Production       ,LinkedIn,Fully Meets,5.0,4,0,7/2/2012,0,16,It was the right time for me to move on. Good memories here.,I feel supported by my manager and the team culture is genuinely positive.,N/A,65-80k
EMP_0179,1,1,0,1,5,3,0,61349,0,19,Production Technician I,11/11/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.1,3,0,1/22/2019,0,11,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,"After 10.1 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0180,0,0,0,1,4,3,0,105688,0,24,Software Engineer,11/11/2013,,N/A-StillEmployed,Active,Software Engineering,Google Search,Fully Meets,4.5,5,4,1/14/2019,0,14,N/A,I feel supported by my manager and the team culture is genuinely positive.,N/A,80-120k
EMP_0181,1,1,0,1,5,3,0,54132,0,19,Production Technician I,5/31/2011,,N/A-StillEmployed,Active,Production       ,Indeed,Fully Meets,5.0,4,0,1/10/2019,0,8,N/A,I feel supported by my manager and the team culture is genuinely positive.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0182,0,0,0,1,5,3,0,55315,0,20,Production Technician II,3/30/2015,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,5.0,5,0,2/7/2019,0,16,N/A,I feel supported by my manager and the team culture is genuinely positive.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0183,1,1,0,1,5,3,0,62810,0,19,Production Technician I,1/7/2013,,N/A-StillEmployed,Active,Production       ,CareerBuilder,Fully Meets,3.93,3,0,1/30/2019,0,20,N/A,Things are generally fine but there's room to improve communication between teams.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0184,1,1,1,2,6,3,0,63291,0,3,Area Sales Manager,7/6/2016,,N/A-StillEmployed,Active,Sales,Website,Fully Meets,3.4,4,0,1/29/2019,0,7,N/A,Recognition is inconsistent — hard to feel motivated when effort goes unnoticed.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0185,0,0,0,5,5,3,1,62659,1,19,Production Technician I,4/2/2012,11/11/2016,Another position,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,4.18,4,0,2/5/2016,0,17,It was the right time for me to move on. Good memories here.,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,55-65k
EMP_0186,0,0,0,1,5,3,0,55688,0,19,Production Technician I,3/30/2015,,N/A-StillEmployed,Active,Production       ,CareerBuilder,Fully Meets,5.0,4,0,1/21/2019,0,10,N/A,Good balance between autonomy and collaboration. Happy here.,"After 8.8 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0187,0,0,1,1,5,3,0,83667,0,18,Production Manager,8/16/2012,,N/A-StillEmployed,Active,Production       ,Indeed,Fully Meets,4.37,3,0,1/14/2019,0,2,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,"After 11.4 years in Production, I would like to explore opportunities in a different department to broaden my skills.",80-120k
EMP_0188,0,0,1,5,5,1,0,55800,1,20,Production Technician II,8/15/2011,9/4/2014,unhappy,Voluntarily Terminated,Production       ,LinkedIn,PIP,3.0,2,0,1/14/2013,6,6,"I had been feeling disengaged for a while — the culture, the workload, and a sense that my growth had stalled.",I don't feel heard. Feedback goes nowhere and nothing changes.,N/A,55-65k
EMP_0189,1,1,1,1,5,3,0,58207,0,20,Production Technician II,11/7/2011,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,3.7,3,0,1/8/2019,0,14,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0190,1,1,1,1,3,2,1,157000,0,13,IT Manager - Infra,2/15/2012,,N/A-StillEmployed,Active,IT/IS,Diversity Job Fair,Needs Improvement,2.39,3,6,2/22/2019,4,13,N/A,I don't feel heard. Feedback goes nowhere and nothing changes.,N/A,>120k
EMP_0191,0,0,0,1,5,4,0,72460,0,20,Production Technician II,5/13/2013,,N/A-StillEmployed,Active,Production       ,Indeed,Exceeds,4.7,3,0,1/14/2019,0,1,N/A,The work is meaningful and I feel my contributions are valued.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,65-80k
EMP_0192,0,0,1,3,5,3,1,72106,0,20,Production Technician II,1/9/2012,,N/A-StillEmployed,Active,Production       ,Diversity Job Fair,Fully Meets,4.1,4,0,1/31/2019,0,12,N/A,Things are generally fine but there's room to improve communication between teams.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",65-80k
EMP_0193,1,1,0,1,3,3,0,52599,0,15,Network Engineer,2/16/2015,,N/A-StillEmployed,Active,IT/IS,CareerBuilder,Fully Meets,3.81,3,6,2/11/2019,0,6,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,<55k
EMP_0194,0,2,0,1,5,3,0,63430,0,19,Production Technician I,4/1/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.4,4,0,1/17/2019,0,18,N/A,"I enjoy the work most of the time, though the workload can get heavy.","After 10.8 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0195,0,3,1,1,5,3,0,74417,0,20,Production Technician II,5/13/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.29,5,0,1/28/2019,0,11,N/A,"I enjoy the work most of the time, though the workload can get heavy.",I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,65-80k
EMP_0196,0,0,1,1,5,3,0,57575,0,19,Production Technician I,7/8/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.1,4,0,1/22/2019,0,13,N/A,Things are generally fine but there's room to improve communication between teams.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0197,0,0,1,1,3,3,0,87921,0,22,Senior BI Developer,2/10/2017,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,5.0,3,6,2/25/2019,0,17,N/A,Good balance between autonomy and collaboration. Happy here.,N/A,80-120k
EMP_0198,0,0,1,5,5,3,1,50470,1,19,Production Technician I,9/26/2011,4/4/2014,return to school,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,4.3,3,0,3/2/2013,0,19,I decided to pursue further education. The timing felt right.,"I enjoy the work most of the time, though the workload can get heavy.",N/A,<55k
EMP_0199,1,1,1,5,5,3,0,46664,1,19,Production Technician I,4/1/2013,5/25/2016,more money,Voluntarily Terminated,Production       ,Employee Referral,Fully Meets,3.18,3,0,3/6/2016,0,10,My main reason for leaving was financial — the salary just wasn't keeping pace with the market.,Recognition is inconsistent — hard to feel motivated when effort goes unnoticed.,N/A,<55k
EMP_0200,1,1,1,3,5,3,0,48495,0,19,Production Technician I,5/12/2014,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,5.0,5,0,2/18/2019,0,11,N/A,I feel supported by my manager and the team culture is genuinely positive.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,<55k
EMP_0201,0,3,0,1,5,4,1,52984,0,19,Production Technician I,4/1/2013,,N/A-StillEmployed,Active,Production       ,Diversity Job Fair,Exceeds,4.0,3,0,2/13/2019,0,12,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0202,0,0,0,1,6,3,0,63695,0,3,Area Sales Manager,7/8/2013,,N/A-StillEmployed,Active,Sales,Indeed,Fully Meets,5.0,5,0,1/25/2019,0,2,N/A,I feel supported by my manager and the team culture is genuinely positive.,"After 10.5 years in Sales, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0203,0,0,0,1,5,3,0,62061,0,19,Production Technician I,7/8/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,3.6,5,0,1/2/2019,0,4,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,"After 10.5 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0204,0,0,0,1,5,3,0,66738,0,20,Production Technician II,11/10/2014,,N/A-StillEmployed,Active,Production       ,Indeed,Fully Meets,4.53,5,0,1/16/2019,0,5,N/A,Good balance between autonomy and collaboration. Happy here.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,65-80k
EMP_0205,0,0,0,4,5,1,0,52674,1,19,Production Technician I,3/31/2014,5/1/2018,performance,Terminated for Cause,Production       ,LinkedIn,PIP,2.33,2,0,3/9/2018,6,3,I understand my performance wasn't where it needed to be. The fit between my skills and this role wasn't ideal.,Workload is unmanageable and I feel completely burnt out.,N/A,<55k
EMP_0206,1,1,0,5,5,3,0,71966,1,20,Production Technician II,5/14/2012,8/19/2013,unhappy,Voluntarily Terminated,Production       ,LinkedIn,Fully Meets,5.0,3,0,7/2/2013,0,17,"Honestly, the work environment changed a lot. I lost motivation and felt my contributions weren't being recognized.",I feel supported by my manager and the team culture is genuinely positive.,N/A,65-80k
EMP_0207,0,0,0,1,6,3,0,63051,0,3,Area Sales Manager,9/30/2013,,N/A-StillEmployed,Active,Sales,Indeed,Fully Meets,4.28,3,0,1/25/2019,0,1,N/A,"I enjoy the work most of the time, though the workload can get heavy.",I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0208,1,1,1,1,5,4,0,47414,0,19,Production Technician I,9/30/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Exceeds,5.0,3,0,2/7/2019,0,13,N/A,I feel supported by my manager and the team culture is genuinely positive.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,<55k
EMP_0209,0,0,1,1,5,2,0,53060,0,19,Production Technician I,2/17/2014,,N/A-StillEmployed,Active,Production       ,LinkedIn,Needs Improvement,4.25,3,0,2/4/2019,4,6,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0210,0,0,1,1,6,3,0,68829,0,3,Area Sales Manager,1/5/2015,,N/A-StillEmployed,Active,Sales,Website,Fully Meets,5.0,5,0,1/14/2019,0,18,N/A,The work is meaningful and I feel my contributions are valued.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",65-80k
EMP_0211,1,1,0,5,5,3,0,63515,1,19,Production Technician I,2/7/2011,1/12/2014,Another position,Voluntarily Terminated,Production       ,Google Search,Fully Meets,3.89,4,0,3/4/2013,0,7,It was the right time for me to move on. Good memories here.,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,55-65k
EMP_0212,0,0,1,5,4,4,1,108987,1,24,Software Engineer,11/7/2011,9/7/2015,Another position,Voluntarily Terminated,Software Engineering,Diversity Job Fair,Exceeds,5.0,5,3,8/16/2015,0,13,A new opportunity came up that I couldn't pass on. No hard feelings.,Good balance between autonomy and collaboration. Happy here.,N/A,80-120k
EMP_0213,1,1,1,5,3,3,0,93093,1,9,Data Analyst,12/1/2014,5/1/2016,performance,Voluntarily Terminated,IT/IS,Employee Referral,Fully Meets,4.7,4,5,1/16/2016,0,19,I understand my performance wasn't where it needed to be. The fit between my skills and this role wasn't ideal.,I feel supported by my manager and the team culture is genuinely positive.,N/A,80-120k
EMP_0214,0,0,1,5,5,2,0,53564,1,19,Production Technician I,1/10/2011,12/28/2017,career change,Voluntarily Terminated,Production       ,Google Search,Needs Improvement,3.54,5,0,4/6/2017,4,15,I felt I'd reached a ceiling in this role. I needed a new direction professionally.,Things are generally fine but there's room to improve communication between teams.,N/A,<55k
EMP_0215,1,1,0,5,5,2,0,60270,1,20,Production Technician II,7/5/2011,9/15/2015,unhappy,Voluntarily Terminated,Production       ,CareerBuilder,Needs Improvement,2.4,5,0,2/6/2015,5,2,"Honestly, the work environment changed a lot. I lost motivation and felt my contributions weren't being recognized.",I don't feel heard. Feedback goes nowhere and nothing changes.,N/A,55-65k
EMP_0216,0,0,0,5,5,3,0,45998,1,19,Production Technician I,5/16/2011,10/25/2015,medical issues,Voluntarily Terminated,Production       ,LinkedIn,Fully Meets,3.45,4,0,5/13/2014,0,5,It was the right time for me to move on. Good memories here.,The environment has become stressful and I don't feel my concerns are heard.,N/A,<55k
EMP_0217,1,1,0,5,5,4,0,57954,1,20,Production Technician II,5/16/2011,2/4/2013,more money,Voluntarily Terminated,Production       ,Indeed,Exceeds,4.2,5,0,1/10/2013,0,12,My main reason for leaving was financial — the salary just wasn't keeping pace with the market.,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,55-65k
EMP_0218,1,1,0,5,5,3,0,74669,1,18,Production Manager,10/25/2010,5/18/2016,Another position,Voluntarily Terminated,Production       ,Indeed,Fully Meets,4.16,5,0,3/5/2015,0,6,It was the right time for me to move on. Good memories here.,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,65-80k
EMP_0219,1,1,0,1,5,3,0,74226,0,20,Production Technician II,4/2/2012,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.3,3,0,1/14/2019,0,14,N/A,"I enjoy the work most of the time, though the workload can get heavy.","After 11.8 years in Production, I would like to explore opportunities in a different department to broaden my skills.",65-80k
EMP_0220,1,1,0,1,3,4,0,93554,0,9,Data Analyst,11/10/2014,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Exceeds,4.6,5,7,1/4/2019,0,16,N/A,Good balance between autonomy and collaboration. Happy here.,N/A,80-120k
EMP_0221,1,1,1,5,5,3,0,64724,1,19,Production Technician I,7/5/2011,11/30/2012,more money,Voluntarily Terminated,Production       ,Google Search,Fully Meets,5.0,3,0,2/20/2012,0,13,I was offered a significantly better package elsewhere. I would have stayed if there had been room to negotiate.,The work is meaningful and I feel my contributions are valued.,N/A,55-65k
EMP_0222,0,0,1,1,5,3,0,47001,0,19,Production Technician I,11/5/2007,,N/A-StillEmployed,Active,Production       ,Google Search,Fully Meets,3.66,3,0,2/25/2019,0,15,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,<55k
EMP_0223,1,1,0,1,6,3,0,61844,0,3,Area Sales Manager,1/9/2012,,N/A-StillEmployed,Active,Sales,Website,Fully Meets,4.2,5,0,2/1/2019,0,9,N/A,"I enjoy the work most of the time, though the workload can get heavy.","After 12.0 years in Sales, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0224,0,2,0,5,5,3,0,46799,1,19,Production Technician I,5/16/2011,6/4/2018,Another position,Voluntarily Terminated,Production       ,Google Search,Fully Meets,3.17,4,0,4/2/2018,0,14,It was the right time for me to move on. Good memories here.,I've been feeling disconnected from the team.,N/A,<55k
EMP_0225,0,0,1,1,5,3,0,59472,0,19,Production Technician I,1/6/2014,,N/A-StillEmployed,Active,Production       ,Employee Referral,Fully Meets,4.8,3,0,1/7/2019,0,14,N/A,The work is meaningful and I feel my contributions are valued.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0226,0,2,0,5,5,3,0,46430,1,19,Production Technician I,9/24/2012,6/18/2013,unhappy,Voluntarily Terminated,Production       ,Indeed,Fully Meets,4.5,5,0,4/2/2013,0,16,"Honestly, the work environment changed a lot. I lost motivation and felt my contributions weren't being recognized.",I feel supported by my manager and the team culture is genuinely positive.,N/A,<55k
EMP_0227,1,1,1,5,1,3,1,83363,1,23,Software Engineer,2/21/2011,8/15/2015,career change,Voluntarily Terminated,Software Engineering,Diversity Job Fair,Fully Meets,4.15,4,0,4/19/2014,0,4,I felt I'd reached a ceiling in this role. I needed a new direction professionally.,Things are generally fine but there's room to improve communication between teams.,N/A,80-120k
EMP_0228,1,1,0,1,3,3,0,95920,0,4,BI Developer,10/2/2016,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,4.4,4,6,2/6/2019,0,10,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,80-120k
EMP_0229,0,2,1,5,5,3,0,61729,1,19,Production Technician I,9/26/2011,4/7/2018,more money,Voluntarily Terminated,Production       ,Indeed,Fully Meets,3.8,5,0,2/4/2018,0,19,My main reason for leaving was financial — the salary just wasn't keeping pace with the market.,Things are generally fine but there's room to improve communication between teams.,N/A,55-65k
EMP_0230,1,1,1,1,6,3,0,61809,0,3,Area Sales Manager,5/12/2014,,N/A-StillEmployed,Active,Sales,CareerBuilder,Fully Meets,3.98,3,0,1/28/2019,0,4,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0231,0,2,1,5,5,3,0,45115,1,19,Production Technician I,5/16/2011,1/15/2016,retiring,Voluntarily Terminated,Production       ,LinkedIn,Fully Meets,5.0,4,0,3/30/2015,0,11,A new opportunity came up that I couldn't pass on. No hard feelings.,Good balance between autonomy and collaboration. Happy here.,N/A,<55k
EMP_0232,1,1,0,1,5,4,0,46738,0,19,Production Technician I,11/28/2011,,N/A-StillEmployed,Active,Production       ,Google Search,Exceeds,4.36,5,0,2/11/2019,0,16,N/A,Things are generally fine but there's room to improve communication between teams.,"After 12.1 years in Production, I would like to explore opportunities in a different department to broaden my skills.",<55k
EMP_0233,0,2,0,5,5,3,0,64971,1,20,Production Technician II,9/26/2011,10/22/2011,return to school,Voluntarily Terminated,Production       ,Google Search,Fully Meets,4.5,4,0,10/22/2011,0,10,I'm going back to school full-time. A long-term goal I finally decided to pursue.,Good balance between autonomy and collaboration. Happy here.,N/A,55-65k
EMP_0234,1,1,1,5,5,3,0,55578,1,20,Production Technician II,7/5/2011,2/8/2012,Another position,Voluntarily Terminated,Production       ,Indeed,Fully Meets,4.2,5,0,1/6/2012,0,13,It was the right time for me to move on. Good memories here.,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,55-65k
EMP_0235,1,1,1,5,5,3,0,50428,1,19,Production Technician I,1/10/2011,1/26/2016,attendance,Voluntarily Terminated,Production       ,Indeed,Fully Meets,5.0,3,0,1/10/2015,0,11,Personal circumstances made it hard to maintain the attendance the role required.,The work is meaningful and I feel my contributions are valued.,N/A,<55k
EMP_0236,1,1,0,4,5,2,0,61422,1,19,Production Technician I,1/10/2011,5/17/2016,attendance,Terminated for Cause,Production       ,Indeed,Needs Improvement,3.6,3,0,4/5/2016,4,16,Personal circumstances made it hard to maintain the attendance the role required.,"I enjoy the work most of the time, though the workload can get heavy.",N/A,55-65k
EMP_0237,0,4,1,1,5,4,0,63353,0,19,Production Technician I,7/8/2013,,N/A-StillEmployed,Active,Production       ,Employee Referral,Exceeds,3.6,5,0,2/11/2019,0,4,N/A,Things are generally fine but there's room to improve communication between teams.,"After 10.5 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0238,1,1,0,1,3,3,0,89883,0,9,Data Analyst,2/16/2015,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Fully Meets,3.69,5,6,2/14/2019,0,15,N/A,"I enjoy the work most of the time, though the workload can get heavy.",N/A,80-120k
EMP_0239,0,0,0,5,3,3,0,120000,1,29,Principal Data Architect,1/5/2015,11/10/2018,Another position,Voluntarily Terminated,IT/IS,LinkedIn,Fully Meets,3.88,3,7,2/13/2018,0,12,A new opportunity came up that I couldn't pass on. No hard feelings.,Things are generally fine but there's room to improve communication between teams.,N/A,80-120k
EMP_0240,0,0,0,1,3,3,0,150290,0,7,Data Architect,1/7/2017,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,4.94,3,5,2/6/2019,0,17,N/A,The work is meaningful and I feel my contributions are valued.,N/A,>120k
EMP_0241,0,3,0,1,5,3,0,60627,0,19,Production Technician I,1/6/2014,,N/A-StillEmployed,Active,Production       ,Website,Fully Meets,5.0,4,0,1/31/2019,0,8,N/A,I feel supported by my manager and the team culture is genuinely positive.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0242,0,0,1,5,5,3,0,53180,1,19,Production Technician I,4/4/2011,8/13/2018,Another position,Voluntarily Terminated,Production       ,Google Search,Fully Meets,5.0,5,0,7/2/2018,0,4,It was the right time for me to move on. Good memories here.,Good balance between autonomy and collaboration. Happy here.,N/A,<55k
EMP_0243,0,0,1,1,3,3,0,140920,0,13,IT Manager - DB,1/20/2013,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,3.6,5,7,2/18/2019,0,13,N/A,Things are generally fine but there's room to improve communication between teams.,N/A,>120k
EMP_0244,0,2,1,5,3,3,1,148999,1,13,IT Manager - DB,1/9/2012,11/4/2015,hours,Voluntarily Terminated,IT/IS,Diversity Job Fair,Fully Meets,4.3,4,6,1/4/2015,0,8,The hours were consistently beyond what was agreed when I was hired. Work-life balance became a real issue.,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,>120k
EMP_0245,1,1,0,1,4,3,0,86214,0,24,Software Engineer,11/5/2012,,N/A-StillEmployed,Active,Software Engineering,Indeed,Fully Meets,4.2,3,6,2/13/2019,0,2,N/A,"I enjoy the work most of the time, though the workload can get heavy.",N/A,80-120k
EMP_0246,0,0,0,2,5,2,1,47750,0,19,Production Technician I,7/4/2016,,N/A-StillEmployed,Active,Production       ,Diversity Job Fair,Needs Improvement,2.6,4,0,2/18/2019,5,4,N/A,I've been feeling disconnected from the team.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0247,0,0,1,5,5,3,0,46428,1,19,Production Technician I,1/5/2009,7/30/2018,relocation out of area,Voluntarily Terminated,Production       ,Google Search,Fully Meets,4.6,5,0,2/5/2018,0,7,My family is relocating — purely personal. I'm actually sad to leave.,I feel supported by my manager and the team culture is genuinely positive.,N/A,<55k
EMP_0248,1,1,1,1,5,3,0,57975,0,20,Production Technician II,8/30/2010,,N/A-StillEmployed,Active,Production       ,CareerBuilder,Fully Meets,4.1,3,0,1/10/2019,0,13,N/A,Things are generally fine but there's room to improve communication between teams.,"After 13.3 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0249,0,2,1,5,3,3,0,88527,1,9,Data Analyst ,1/5/2015,10/31/2015,hours,Voluntarily Terminated,IT/IS,LinkedIn,Fully Meets,4.2,3,5,4/20/2015,0,2,The hours were consistently beyond what was agreed when I was hired. Work-life balance became a real issue.,Things are generally fine but there's room to improve communication between teams.,N/A,80-120k
EMP_0250,1,1,0,1,5,3,0,56147,0,19,Production Technician I,9/29/2014,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,3.51,3,0,2/18/2019,0,2,N/A,Things are generally fine but there's room to improve communication between teams.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0251,0,0,0,3,5,3,0,50923,0,19,Production Technician I,9/30/2013,,N/A-StillEmployed,Active,Production       ,Google Search,Fully Meets,5.0,5,0,2/6/2019,0,14,N/A,The work is meaningful and I feel my contributions are valued.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,<55k
EMP_0252,1,1,0,1,3,3,0,50750,0,15,Network Engineer,9/30/2014,,N/A-StillEmployed,Active,IT/IS,LinkedIn,Fully Meets,3.31,3,6,1/7/2019,0,7,N/A,I've been feeling disconnected from the team.,N/A,<55k
EMP_0253,1,1,0,1,5,3,0,52087,0,19,Production Technician I,8/19/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.81,4,0,2/15/2019,0,15,N/A,Good balance between autonomy and collaboration. Happy here.,"After 10.4 years in Production, I would like to explore opportunities in a different department to broaden my skills.",<55k
EMP_0254,1,1,1,1,3,3,0,87826,0,9,Data Analyst,1/5/2015,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Fully Meets,3.32,3,7,1/14/2019,0,16,N/A,The environment has become stressful and I don't feel my concerns are heard.,N/A,80-120k
EMP_0255,0,0,0,1,1,3,0,51920,0,2,Administrative Assistant,5/1/2015,,N/A-StillEmployed,Active,Admin Offices,Website,Fully Meets,5.0,3,5,1/15/2019,0,2,N/A,I feel supported by my manager and the team culture is genuinely positive.,N/A,<55k
EMP_0256,0,0,0,5,5,3,0,63878,1,20,Production Technician II,10/26/2009,4/8/2015,maternity leave - did not return,Voluntarily Terminated,Production       ,CareerBuilder,Fully Meets,4.68,4,0,4/2/2015,0,20,It was the right time for me to move on. Good memories here.,The work is meaningful and I feel my contributions are valued.,N/A,55-65k
EMP_0257,0,0,1,1,5,4,0,60656,0,20,Production Technician II,9/29/2014,,N/A-StillEmployed,Active,Production       ,Indeed,Exceeds,4.3,3,0,1/28/2019,0,4,N/A,Things are generally fine but there's room to improve communication between teams.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0258,0,2,1,1,6,2,1,72992,0,21,Sales Manager,5/18/2014,,N/A-StillEmployed,Active,Sales,Diversity Job Fair,Needs Improvement,2.4,4,0,1/16/2019,2,16,N/A,Morale is low and I'm struggling to see a future here.,"After 9.6 years in Sales, I would like to explore opportunities in a different department to broaden my skills.",65-80k
EMP_0259,1,1,0,5,1,3,1,55000,1,2,Administrative Assistant,9/26/2011,9/25/2013,career change,Voluntarily Terminated,Admin Offices,Diversity Job Fair,Fully Meets,3.8,4,4,8/15/2013,0,17,I felt I'd reached a ceiling in this role. I needed a new direction professionally.,"I enjoy the work most of the time, though the workload can get heavy.",N/A,<55k
EMP_0260,0,0,0,1,5,3,0,58939,0,19,Production Technician I,11/11/2013,,N/A-StillEmployed,Active,Production       ,Employee Referral,Fully Meets,3.73,3,0,1/24/2019,0,16,N/A,"I enjoy the work most of the time, though the workload can get heavy.","After 10.1 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0261,1,1,0,1,3,3,0,66593,0,14,IT Support,6/10/2011,,N/A-StillEmployed,Active,IT/IS,LinkedIn,Fully Meets,4.3,3,5,2/8/2019,0,19,N/A,Things are generally fine but there's room to improve communication between teams.,N/A,65-80k
EMP_0262,1,1,1,2,3,3,0,87565,0,28,Sr. Network Engineer,6/30/2016,,N/A-StillEmployed,Active,IT/IS,LinkedIn,Fully Meets,3.27,4,5,1/14/2019,0,13,N/A,Recognition is inconsistent — hard to feel motivated when effort goes unnoticed.,N/A,80-120k
EMP_0263,1,1,0,1,5,1,0,64021,0,19,Production Technician I,2/20/2012,,N/A-StillEmployed,Active,Production       ,Indeed,PIP,2.4,2,1,2/25/2019,6,20,N/A,I don't feel heard. Feedback goes nowhere and nothing changes.,N/A,55-65k
